country_iso3,year,Population_Value_Mil,Germany_GDP_USD_CAP,Unemployment_Rate,GDP_USD_CAP,EU_dummy,GI_Present,Language_Taught,region,city,registrations,exams,units_sold,jr_case1,jr_case2,jr_case3,jr_case4,jr_case5,country,Migration_Value,wmean_migration,wmean_units_sold
NLD,2001,16.04618,28790.799027,2.251434,33228.271968,1,1,1,6,Rotterdam,544,95,23927.3650793651,0,0,0,0,0,Netherlands,5064,6830.575203060849,40783.45354839758
NLD,2002,16.14893,29654.218685,2.755692,34451.320053,1,1,1,6,Amsterdam,684,159,24589.3670886076,0,0,0,0,0,Netherlands,5091,6190.644982657147,36755.44960385809
NLD,2002,16.14893,29654.218685,2.755692,34451.320053,1,1,1,6,Rotterdam,489,90,19319.7894736842,0,0,0,0,0,Netherlands,5091,6190.644982657147,36755.44960385809
NLD,2003,16.2253,30350.202733,3.682191,34114.301342,1,1,1,6,Amsterdam,928,147,33347.4782608696,0,0,0,0,0,Netherlands,4814,3919.6619275358985,37267.32169153882
NLD,2003,16.2253,30350.202733,3.682191,34114.301342,1,1,1,6,Rotterdam,515,81,19138.064516129,0,0,0,0,0,Netherlands,4814,3919.6619275358985,37267.32169153882
NLD,2004,16.28178,31837.711132,4.557948,35802.6805,1,1,1,6,Amsterdam,1045,142,36817.7777777778,0,0,0,0,0,Netherlands,5305,5273.58805831605,36054.414323995516
NLD,2004,16.28178,31837.711132,4.557948,35802.6805,1,1,1,6,Rotterdam,623,121,23085.6111111111,0,0,0,0,0,Netherlands,5305,5273.58805831605,36054.414323995516
NLD,2005,16.31987,32413.540064,4.724458,37632.170114,1,1,1,6,Amsterdam,1003,176,35760.0204081633,0,0,0,0,0,Netherlands,5930,6831.918730398483,33518.875373378585
NLD,2005,16.31987,32413.540064,4.724458,37632.170114,1,1,1,6,Rotterdam,641,89,23829.6081081081,0,0,0,0,0,Netherlands,5930,6831.918730398483,33518.875373378585
NLD,2006,16.3461,34753.952042,3.9061,40989.347684,1,1,1,6,Amsterdam,1547,212,51307,0,0,0,1,0,Netherlands,7150,6806.540610908502,43837.33040234378
NLD,2007,16.3817,37017.966335,3.179788,43899.026239,1,1,1,6,Amsterdam,946,402,37371.6831683168,0,0,0,0,0,Netherlands,7450,6009.484398987099,49780.379526298675
NLD,2007,16.3817,37017.966335,3.179788,43899.026239,1,1,1,6,Rotterdam,665,69,22840.5333333333,0,0,0,0,0,Netherlands,7450,6009.484398987099,49780.379526298675
NLD,2008,16.44559,38662.606129,2.751209,46435.983851,1,1,1,6,Amsterdam,1548,886,59241.8650306748,0,0,0,1,0,Netherlands,9010,5634.225371711017,48087.69884130734
NLD,2009,16.53039,37688.919485,3.413028,44569.906148,1,1,1,6,Amsterdam,1941,970,65127,0,0,0,1,0,Netherlands,8714,5159.725741530436,47411.66530804088
NLD,2010,16.61539,39955.045883,4.450514,45093.417236,1,1,1,6,Amsterdam,2045,959,63930,0,0,0,1,0,Netherlands,9812,4890.376829741768,59484.18361313262
NLD,2011,16.69307,42692.50173,4.976648,46599.227659,1,1,1,6,Amsterdam,1417,1266,43877,0,0,0,0,0,Netherlands,9604,4800.678259429355,56987.7054604004
NLD,2011,16.69307,42692.50173,4.976648,46599.227659,1,1,1,6,Rotterdam,780,182,23700,0,0,0,0,0,Netherlands,9604,4800.678259429355,56987.7054604004
NLD,2012,16.75496,43564.07389,5.820699,47280.433836,1,1,1,6,Amsterdam,2371,1624,80397,0,0,0,1,0,Netherlands,8730,4547.668668175676,55614.45782626048
NLD,2013,16.80443,45231.971754,7.242696,49254.511184,1,1,1,6,Amsterdam,1340,1980,41200,0,0,0,0,0,Netherlands,8056,NA,NA
NLD,2013,16.80443,45231.971754,7.242696,49254.511184,1,1,1,6,Rotterdam,990,300,37300,0,0,0,0,0,Netherlands,8056,NA,NA
NLD,2014,NA,47190.49763,7.416319,49239.069551,1,1,1,6,Amsterdam,2300,3200,84e3,0,0,0,0,0,Netherlands,8191,NA,NA
NLD,2014,NA,47190.49763,7.416319,49239.069551,1,1,1,6,Rotterdam,NA,500,0,0,0,0,0,0,Netherlands,8191,NA,NA
NZL,1994,3.62,22851.871124,8.35,16971.879921,0,1,1,8,Wellington,192,97,0,0,0,0,0,0,New Zealand,448,6508.6105234919305,0
NZL,1995,3.6734,23686.856528,6.45,17818.979033,0,1,1,8,Wellington,201,73,0,0,0,0,0,0,New Zealand,426,4877.890050172836,0
NZL,1996,3.732,24237.157688,6.3,18393.162155,0,1,1,8,Wellington,207,76,0,0,0,0,0,0,New Zealand,455,5398.67158422774,0
NZL,1997,3.7813,24791.779686,6.825,19079.689488,0,1,1,8,Wellington,200,78,8700,0,0,0,0,0,New Zealand,341,4770.064923959719,36132.762293884116
NZL,1998,3.815,25559.155992,7.725,19294.870531,0,1,1,8,Wellington,238,57,10313.3333333333,0,0,0,0,0,New Zealand,381,4403.546205974669,46496.38010574332
NZL,1999,3.8351,26579.739076,7.025,20537.061209,0,1,1,8,Wellington,214,76,9018.57142857143,0,0,0,0,0,New Zealand,421,4340.2598379857245,31885.361088750316
NZL,2000,3.8577,27546.580953,6.15,21468.790244,0,1,1,8,Wellington,196,44,8493.33333333333,0,0,0,0,0,New Zealand,382,5376.335532391329,43530.18444778052
NZL,2001,3.8805,28790.799027,5.45,22404.645754,0,1,1,8,Wellington,161,55,6489.53846153846,0,0,0,0,0,New Zealand,432,6830.575203060849,40783.45354839758
NZL,2002,3.9485,29654.218685,5.3,23180.064981,0,1,1,8,Wellington,180,54,9800,0,0,0,0,0,New Zealand,986,6190.644982657147,36755.44960385809
NZL,2003,4.0272,30350.202733,4.775,23858.263722,0,1,1,8,Wellington,190,46,8233.33333333333,0,0,0,0,0,New Zealand,1118,3919.6619275358985,37267.32169153882
NZL,2004,4.0875,31837.711132,4.025,25002.919917,0,1,1,8,Wellington,187,50,7451.23076923077,0,0,0,0,0,New Zealand,1469,5273.58805831605,36054.414323995516
NZL,2005,4.1339,32413.540064,3.825,25589.813335,0,1,1,8,Wellington,151,49,7550,0,0,0,0,0,New Zealand,2060,6831.918730398483,33518.875373378585
NZL,2006,4.1846,34753.952042,3.85,27684.962327,0,1,1,8,Wellington,214,36,10552,0,0,0,0,0,New Zealand,2280,6806.540610908502,43837.33040234378
NZL,2007,4.2238,37017.966335,3.575,29309.307176,0,1,1,8,Wellington,226,80,4995.17948717949,0,0,0,0,0,New Zealand,2438,6009.484398987099,49780.379526298675
NZL,2008,4.2598,38662.606129,4.025,29782.072144,0,1,1,8,Wellington,211,100,3963.78571428571,0,0,0,0,0,New Zealand,2611,5634.225371711017,48087.69884130734
NZL,2009,4.3026,37688.919485,5.825,30591.452928,0,1,1,8,Wellington,208,86,5091,0,0,0,0,0,New Zealand,2588,5159.725741530436,47411.66530804088
NZL,2010,4.3507,39955.045883,6.15,31177.603866,0,1,1,8,Wellington,365,70,6475,0,0,0,0,0,New Zealand,2400,4890.376829741768,59484.18361313262
NZL,2011,4.384,42692.50173,5.95,32667.478684,0,1,1,8,Wellington,379,56,0,0,0,0,0,0,New Zealand,2722,4800.678259429355,56987.7054604004
NZL,2012,4.4081,43564.07389,6.4,32912.105077,0,1,1,8,Wellington,397,184,6129,0,0,0,0,0,New Zealand,2606,4547.668668175676,55614.45782626048
NZL,2013,4.4421,45231.971754,5.75,36074.207954,0,1,1,8,Wellington,350,260,9700,0,0,0,0,0,New Zealand,3338,NA,NA
NZL,2014,4.5097,47190.49763,5.375,37083.27714,0,1,1,8,Wellington,300,200,10400,0,0,0,0,0,New Zealand,3685,NA,NA
NOR,1986,4.169,15109.617936,NA,15705.125087,0,1,1,6,Bergen,NA,33,2218.8,0,0,0,0,0,Norway,414,6788.054199473546,18879.37351702118
NOR,1986,4.169,15109.617936,NA,15705.125087,0,1,1,6,Oslo,NA,66,11766.8571428571,0,0,0,0,0,Norway,414,6788.054199473546,18879.37351702118
NOR,1987,4.187,15706.713057,NA,16309.923352,0,1,1,6,Bergen,NA,93,2346,0,0,0,0,0,Norway,454,6647.614625063559,19088.04218472405
NOR,1987,4.187,15706.713057,NA,16309.923352,0,1,1,6,Oslo,NA,44,9856,0,0,0,0,0,Norway,454,6647.614625063559,19088.04218472405
NOR,1988,4.209,16773.577046,NA,16749.802504,0,1,1,6,Bergen,NA,47,2268,0,0,0,0,0,Norway,400,6328.4567858924565,16116.734224092963
NOR,1988,4.209,16773.577046,NA,16749.802504,0,1,1,6,Oslo,NA,54,7262.22222222222,0,0,0,0,0,Norway,400,6328.4567858924565,16116.734224092963
NOR,1989,4.227,17975.415356,NA,17506.841598,0,1,1,6,Bergen,NA,58,2492,0,0,0,0,0,Norway,300,6490.185523409765,22263.79470631787
NOR,1989,4.227,17975.415356,NA,17506.841598,0,1,1,6,Oslo,NA,27,4104,0,0,0,0,0,Norway,300,6490.185523409765,22263.79470631787
NOR,1990,4.241,19450.069744,NA,18444.182792,0,1,1,6,Bergen,96,37,0,0,0,0,0,0,Norway,321,6980.798923333472,0
NOR,1990,4.241,19450.069744,NA,18444.182792,0,1,1,6,Oslo,128,32,0,0,0,0,0,0,Norway,321,6980.798923333472,0
NOR,1991,4.262,20963.237586,NA,19549.179191,0,1,1,6,Bergen,100,41,0,0,0,0,0,0,Norway,298,6183.052678494069,0
NOR,1991,4.262,20963.237586,NA,19549.179191,0,1,1,6,Oslo,252,148,0,0,0,0,0,0,Norway,298,6183.052678494069,0
NOR,1992,4.287,21710.524297,NA,20593.54235,0,1,1,6,Bergen,122,89,0,0,0,0,0,0,Norway,362,8850.721024777573,0
NOR,1992,4.287,21710.524297,NA,20593.54235,0,1,1,6,Oslo,216,235,0,0,0,0,0,0,Norway,362,8850.721024777573,0
NOR,1993,4.312,21893.250105,NA,21552.664316,0,1,1,6,Bergen,78,110,0,0,0,0,0,0,Norway,396,6491.596729810561,0
NOR,1993,4.312,21893.250105,NA,21552.664316,0,1,1,6,Oslo,216,202,0,0,0,0,0,0,Norway,396,6491.596729810561,0
NOR,1994,4.337,22851.871124,NA,22990.810877,0,1,1,6,Bergen,108,74,0,0,0,0,0,0,Norway,430,6508.6105234919305,0
NOR,1994,4.337,22851.871124,NA,22990.810877,0,1,1,6,Oslo,144,138,0,0,0,0,0,0,Norway,430,6508.6105234919305,0
NOR,1995,4.358979,23686.856528,NA,24321.89455,0,1,1,6,Bergen,147,90,0,0,0,0,0,0,Norway,485,4877.890050172836,0
NOR,1995,4.358979,23686.856528,NA,24321.89455,0,1,1,6,Oslo,150,190,0,0,0,0,0,0,Norway,485,4877.890050172836,0
NOR,1996,4.381335,24237.157688,NA,26787.263169,0,1,1,6,Oslo,140,147,0,0,0,0,0,0,Norway,567,5398.67158422774,0
NOR,1997,4.405157,24791.779686,NA,28593.113808,0,1,1,6,Oslo,122,127,4941,0,0,0,0,0,Norway,750,4770.064923959719,36132.762293884116
NOR,1998,4.431464,25559.155992,NA,28166.220074,0,1,1,6,Oslo,112,113,5040,0,0,0,0,0,Norway,1081,4403.546205974669,46496.38010574332
NOR,1999,4.462,26579.739076,NA,30554.742227,0,1,1,6,Oslo,106,98,4229.4,0,0,0,0,0,Norway,1067,4340.2598379857245,31885.361088750316
NOR,2000,4.491,27546.580953,3.331001,36950.225085,0,1,1,6,Oslo,110,55,6725.71428571429,0,0,0,0,0,Norway,993,5376.335532391329,43530.18444778052
NOR,2001,4.514,28790.799027,3.509895,37816.217342,0,1,1,6,Oslo,86,59,5117,0,0,0,0,0,Norway,1083,6830.575203060849,40783.45354839758
NOR,2002,4.538,29654.218685,3.760192,37961.126489,0,1,1,6,Oslo,86,49,4486.33333333333,0,0,0,0,0,Norway,1241,6190.644982657147,36755.44960385809
NOR,2003,4.564,30350.202733,4.043806,38529.227062,0,1,1,6,Oslo,126,60,6930,0,0,0,0,0,Norway,1187,3919.6619275358985,37267.32169153882
NOR,2004,4.59191,31837.711132,4.184015,42500.793399,0,1,1,6,Oslo,138,52,5072.88,0,0,0,0,0,Norway,1396,5273.58805831605,36054.414323995516
NOR,2005,4.623291,32413.540064,4.380952,47775.439181,0,1,1,6,Oslo,172,40,5896.375,0,0,0,0,0,Norway,1735,6831.918730398483,33518.875373378585
NOR,2006,4.661,34753.952042,3.399901,54083.027484,0,1,1,6,Oslo,165,53,4913,0,0,0,0,0,Norway,2281,6806.540610908502,43837.33040234378
NOR,2007,4.709,37017.966335,2.495641,55888.930715,0,1,1,6,Oslo,165,27,6153.88888888889,0,0,0,0,0,Norway,3794,6009.484398987099,49780.379526298675
NOR,2008,4.768,38662.606129,2.549649,61759.991318,0,1,1,6,Oslo,120,69,3335,0,0,0,0,0,Norway,4325,5634.225371711017,48087.69884130734
NOR,2009,4.828726,37688.919485,3.1025,55424.434329,0,1,1,6,Oslo,145,42,3402,0,0,0,0,0,Norway,2818,5159.725741530436,47411.66530804088
NOR,2010,4.889,39955.045883,3.521047,58025.022294,0,1,1,6,Oslo,119,57,3239,0,0,0,0,0,Norway,2678,4890.376829741768,59484.18361313262
NOR,2011,4.953,42692.50173,3.214387,62146.13251,0,1,1,6,Oslo,146,53,4405,0,0,0,0,0,Norway,2315,4800.678259429355,56987.7054604004
NOR,2012,5.019,43564.07389,3.123188,65441.924842,0,1,1,6,Oslo,126,56,4547,0,0,0,0,0,Norway,1765,4547.668668175676,55614.45782626048
NOR,2013,5.08,45231.971754,3.422888,67051.142866,0,1,1,6,Oslo,140,100,4200,0,0,0,0,0,Norway,1597,NA,NA
NOR,2014,5.137,47190.49763,3.484511,66018.42418,0,1,1,6,Oslo,200,100,8e3,0,0,0,0,0,Norway,1542,NA,NA
POL,1998,38.283,25559.155992,NA,9557.532347,0,1,1,1,Krakow,270,NA,16200,0,0,0,0,0,Poland,186,4403.546205974669,46496.38010574332
POL,1998,38.283,25559.155992,NA,9557.532347,0,1,1,1,Warsaw,2080,983,164134.794520548,0,0,0,0,0,Poland,186,4403.546205974669,46496.38010574332
POL,1999,38.27,26579.739076,NA,10124.603574,0,1,1,1,Krakow,702,40,40684.0909090909,0,0,0,0,0,Poland,768,4340.2598379857245,31885.361088750316
POL,1999,38.27,26579.739076,NA,10124.603574,0,1,1,1,Warsaw,1938,1026,150058.521126761,0,0,0,0,0,Poland,768,4340.2598379857245,31885.361088750316
POL,2000,38.256,27546.580953,16.10612,10651.973236,0,1,1,1,Krakow,697,79,40539.7959183673,0,0,0,0,0,Poland,707,5376.335532391329,43530.18444778052
POL,2000,38.256,27546.580953,16.10612,10651.973236,0,1,1,1,Warsaw,1832,1021,152378.535211268,0,0,0,0,0,Poland,707,5376.335532391329,43530.18444778052
POL,2001,38.251,28790.799027,18.24322,11110.355958,0,1,1,1,Krakow,914,50,52261.7014925373,0,0,0,0,0,Poland,1083,6830.575203060849,40783.45354839758
POL,2001,38.251,28790.799027,18.24322,11110.355958,0,1,1,1,Warsaw,1715,1086,126886.344827586,0,0,0,0,0,Poland,1083,6830.575203060849,40783.45354839758
POL,2002,38.232,29654.218685,19.93272,11780.566974,0,1,1,1,Krakow,951,63,52793.0131578947,0,0,0,0,0,Poland,1576,6190.644982657147,36755.44960385809
POL,2002,38.232,29654.218685,19.93272,11780.566974,0,1,1,1,Warsaw,2477,968,164293.053097345,0,0,0,0,0,Poland,1576,6190.644982657147,36755.44960385809
POL,2003,38.195,30350.202733,19.61964,12259.375926,0,1,1,1,Krakow,707,58,41724.5901639344,0,0,0,0,0,Poland,1495,3919.6619275358985,37267.32169153882
POL,2003,38.195,30350.202733,19.61964,12259.375926,0,1,1,1,Warsaw,2120,700,165434.2,0,0,0,0,0,Poland,1495,3919.6619275358985,37267.32169153882
POL,2004,38.18,31837.711132,18.97837,13346.654632,1,1,1,1,Krakow,689,43,39746.6875,0,0,0,0,0,Poland,2196,5273.58805831605,36054.414323995516
POL,2004,38.18,31837.711132,18.97837,13346.654632,1,1,1,1,Warsaw,1986,507,135693.932038835,0,0,0,0,0,Poland,2196,5273.58805831605,36054.414323995516
POL,2005,38.161,32413.540064,17.75269,13897.543071,1,1,1,1,Krakow,749,40,44122.9090909091,0,0,0,0,0,Poland,6125,6831.918730398483,33518.875373378585
POL,2005,38.161,32413.540064,17.75269,13897.543071,1,1,1,1,Warsaw,2085,588,118172.975206612,0,0,0,0,0,Poland,6125,6831.918730398483,33518.875373378585
POL,2006,38.132,34753.952042,13.84889,15147.826497,1,1,1,1,Krakow,694,33,39438,0,0,0,0,0,Poland,4623,6806.540610908502,43837.33040234378
POL,2006,38.132,34753.952042,13.84889,15147.826497,1,1,1,1,Warsaw,2138,413,109342,0,0,0,0,0,Poland,4623,6806.540610908502,43837.33040234378
POL,2007,38.116,37017.966335,9.607605,16787.075694,1,1,1,1,Krakow,797,99,41121.164556962,0,0,0,0,0,Poland,6694,6009.484398987099,49780.379526298675
POL,2007,38.116,37017.966335,9.607605,16787.075694,1,1,1,1,Warsaw,2030,399,107686.313868613,0,0,0,0,0,Poland,6694,6009.484398987099,49780.379526298675
POL,2008,38.116,38662.606129,7.120995,18315.13109,1,1,1,1,Krakow,794,133,38415.5882352941,0,0,0,0,0,Poland,2927,5634.225371711017,48087.69884130734
POL,2008,38.116,38662.606129,7.120995,18315.13109,1,1,1,1,Warsaw,1935,425,94238.768382353,0,0,0,0,0,Poland,2927,5634.225371711017,48087.69884130734
POL,2009,38.153,37688.919485,8.166371,19077.280011,1,1,1,1,Krakow,757,144,36446,0,0,0,0,0,Poland,1681,5159.725741530436,47411.66530804088
POL,2009,38.153,37688.919485,8.166371,19077.280011,1,1,1,1,Warsaw,1825,411,109627,0,0,0,0,0,Poland,1681,5159.725741530436,47411.66530804088
POL,2010,38.517,39955.045883,9.640347,20809.456837,1,1,1,1,Krakow,708,121,42416,0,0,0,0,0,Poland,1774,4890.376829741768,59484.18361313262
POL,2010,38.517,39955.045883,9.640347,20809.456837,1,1,1,1,Warsaw,1892,413,94353,0,0,0,0,0,Poland,1774,4890.376829741768,59484.18361313262
POL,2011,38.526,42692.50173,9.632815,22576.179383,1,1,1,1,Krakow,707,109,35754,0,0,0,0,0,Poland,1915,4800.678259429355,56987.7054604004
POL,2011,38.526,42692.50173,9.632815,22576.179383,1,1,1,1,Warsaw,1913,330,95232,0,0,0,0,0,Poland,1915,4800.678259429355,56987.7054604004
POL,2012,38.534,43564.07389,10.08882,23542.002955,1,1,1,1,Krakow,922,209,40205,0,0,0,0,0,Poland,2281,4547.668668175676,55614.45782626048
POL,2012,38.534,43564.07389,10.08882,23542.002955,1,1,1,1,Warsaw,1935,262,105102,0,0,0,0,0,Poland,2281,4547.668668175676,55614.45782626048
POL,2013,38.502,45231.971754,10.32862,24422.763907,1,1,1,1,Krakow,1120,570,54900,0,0,0,0,0,Poland,1981,NA,NA
POL,2013,38.502,45231.971754,10.32862,24422.763907,1,1,1,1,Warsaw,1810,310,106700,0,0,0,0,0,Poland,1981,NA,NA
POL,2014,38.484,47190.49763,8.990872,25297.950445,1,1,1,1,Krakow,1200,600,66200,0,0,0,0,0,Poland,1981,NA,NA
POL,2014,38.484,47190.49763,8.990872,25297.950445,1,1,1,1,Warsaw,1900,400,92900,0,0,0,0,0,Poland,1981,NA,NA
PRT,1992,9.952493,21710.524297,NA,13149.729134,1,1,1,12,Coimbra,428,59,0,0,0,0,0,0,Portugal,315,8850.721024777573,0
PRT,1992,9.952493,21710.524297,NA,13149.729134,1,1,1,12,Lisbon,2308,155,0,0,0,0,0,0,Portugal,315,8850.721024777573,0
PRT,1992,9.952493,21710.524297,NA,13149.729134,1,1,1,12,Porto,1194,136,0,0,0,0,0,0,Portugal,315,8850.721024777573,0
PRT,1993,9.964674,21893.250105,NA,13172.840854,1,1,1,12,Coimbra,490,56,0,0,0,0,0,0,Portugal,404,6491.596729810561,0
PRT,1993,9.964674,21893.250105,NA,13172.840854,1,1,1,12,Lisbon,2622,239,0,0,0,0,0,0,Portugal,404,6491.596729810561,0
PRT,1993,9.964674,21893.250105,NA,13172.840854,1,1,1,12,Porto,1052,88,0,0,0,0,0,0,Portugal,404,6491.596729810561,0
PRT,1994,9.991525,22851.871124,NA,13550.371468,1,1,1,12,Coimbra,452,79,0,0,0,0,0,0,Portugal,550,6508.6105234919305,0
PRT,1994,9.991525,22851.871124,NA,13550.371468,1,1,1,12,Lisbon,2384,268,0,0,0,0,0,0,Portugal,550,6508.6105234919305,0
PRT,1994,9.991525,22851.871124,NA,13550.371468,1,1,1,12,Porto,1000,94,0,0,0,0,0,0,Portugal,550,6508.6105234919305,0
PRT,1995,10.02618,23686.856528,NA,14384.563775,1,1,1,12,Coimbra,426,59,0,0,0,0,0,0,Portugal,603,4877.890050172836,0
PRT,1995,10.02618,23686.856528,NA,14384.563775,1,1,1,12,Lisbon,2498,243,0,0,0,0,0,0,Portugal,603,4877.890050172836,0
PRT,1995,10.02618,23686.856528,NA,14384.563775,1,1,1,12,Porto,1098,85,0,0,0,0,0,0,Portugal,603,4877.890050172836,0
PRT,1996,10.06394,24237.157688,NA,14899.395023,1,1,1,12,Coimbra,416,49,0,0,0,0,0,0,Portugal,482,5398.67158422774,0
PRT,1996,10.06394,24237.157688,NA,14899.395023,1,1,1,12,Lisbon,2274,185,0,0,0,0,0,0,Portugal,482,5398.67158422774,0
PRT,1996,10.06394,24237.157688,NA,14899.395023,1,1,1,12,Porto,1090,82,0,0,0,0,0,0,Portugal,482,5398.67158422774,0
PRT,1997,10.10898,24791.779686,NA,15783.749856,1,1,1,12,Coimbra,438,NA,26192.4,0,0,0,0,0,Portugal,448,4770.064923959719,36132.762293884116
PRT,1997,10.10898,24791.779686,NA,15783.749856,1,1,1,12,Lisbon,3162,272,166626.107142857,0,0,0,0,0,Portugal,448,4770.064923959719,36132.762293884116
PRT,1997,10.10898,24791.779686,NA,15783.749856,1,1,1,12,Porto,1480,112,72209.6774193548,0,0,0,0,0,Portugal,448,4770.064923959719,36132.762293884116
PRT,1998,10.1602,25559.155992,5.072283,16677.92618,1,1,1,12,Lisbon,3042,209,179757.082568807,0,0,0,0,0,Portugal,635,4403.546205974669,46496.38010574332
PRT,1998,10.1602,25559.155992,5.072283,16677.92618,1,1,1,12,Porto,1258,75,58994.1129032258,0,0,0,0,0,Portugal,635,4403.546205974669,46496.38010574332
PRT,1999,10.21783,26579.739076,4.515511,17723.51132,1,1,1,12,Lisbon,2560,219,149813.333333333,0,0,0,0,0,Portugal,794,4340.2598379857245,31885.361088750316
PRT,1999,10.21783,26579.739076,4.515511,17723.51132,1,1,1,12,Porto,1210,86,65407.2222222222,0,0,0,0,0,Portugal,794,4340.2598379857245,31885.361088750316
PRT,2000,10.2899,27546.580953,4.029012,18883.893995,1,1,1,12,Lisbon,2322,179,137610.552147239,0,0,0,0,0,Portugal,801,5376.335532391329,43530.18444778052
PRT,2000,10.2899,27546.580953,4.029012,18883.893995,1,1,1,12,Porto,1036,71,54344.7378640777,0,0,0,0,0,Portugal,801,5376.335532391329,43530.18444778052
PRT,2001,10.36272,28790.799027,4.008832,19556.931667,1,1,1,12,Lisbon,2010,171,119608.581081081,0,0,0,0,0,Portugal,744,6830.575203060849,40783.45354839758
PRT,2001,10.36272,28790.799027,4.008832,19556.931667,1,1,1,12,Porto,972,75,40357.756097561,0,0,0,0,0,Portugal,744,6830.575203060849,40783.45354839758
PRT,2002,10.41963,29654.218685,4.993313,20367.738703,1,1,1,12,Lisbon,2804,247,150550.703125,0,0,0,1,0,Portugal,703,6190.644982657147,36755.44960385809
PRT,2003,10.45882,30350.202733,6.264945,20839.500134,1,1,1,12,Lisbon,2644,189,148880.049382716,0,0,0,1,0,Portugal,646,3919.6619275358985,37267.32169153882
PRT,2004,10.48386,31837.711132,6.622547,21483.237762,1,1,1,12,Lisbon,2373,177,131002.034934498,0,0,0,1,0,Portugal,588,5273.58805831605,36054.414323995516
PRT,2005,10.50333,32413.540064,7.580669,22739.663819,1,1,1,12,Lisbon,2263,163,122517.557768924,0,0,0,1,0,Portugal,502,6831.918730398483,33518.875373378585
PRT,2006,10.52229,34753.952042,7.647437,24658.539698,1,1,1,12,Lisbon,2158,160,122651,0,0,0,1,0,Portugal,292,6806.540610908502,43837.33040234378
PRT,2007,10.54296,37017.966335,7.963667,25701.415423,1,1,1,12,Lisbon,1395,94,98710.9859154929,0,0,0,0,0,Portugal,1640,6009.484398987099,49780.379526298675
PRT,2007,10.54296,37017.966335,7.963667,25701.415423,1,1,1,12,Porto,728,57,27550.4587155963,0,0,0,0,0,Portugal,1640,6009.484398987099,49780.379526298675
PRT,2008,10.55818,38662.606129,7.551991,26631.49833,1,1,1,12,Lisbon,1710,85,125810.930232558,0,0,0,0,0,Portugal,1135,5634.225371711017,48087.69884130734
PRT,2008,10.55818,38662.606129,7.551991,26631.49833,1,1,1,12,Porto,576,43,25310.511627907,0,0,0,0,0,Portugal,1135,5634.225371711017,48087.69884130734
PRT,2009,10.56825,37688.919485,9.432886,26464.480971,1,1,1,12,Lisbon,1649,200,97830,0,0,0,0,0,Portugal,1096,5159.725741530436,47411.66530804088
PRT,2009,10.56825,37688.919485,9.432886,26464.480971,1,1,1,12,Porto,574,925,30922,0,0,0,0,0,Portugal,1096,5159.725741530436,47411.66530804088
PRT,2010,10.5731,39955.045883,10.76982,27334.809057,1,1,1,12,Lisbon,1869,123,112303,0,0,0,0,0,Portugal,998,4890.376829741768,59484.18361313262
PRT,2010,10.5731,39955.045883,10.76982,27334.809057,1,1,1,12,Porto,658,48,33214,0,0,0,0,0,Portugal,998,4890.376829741768,59484.18361313262
PRT,2011,10.55756,42692.50173,12.68106,26780.130678,1,1,1,12,Lisbon,2233,88,133397,0,0,0,0,0,Portugal,802,4800.678259429355,56987.7054604004
PRT,2011,10.55756,42692.50173,12.68106,26780.130678,1,1,1,12,Porto,860,62,44844,0,0,0,0,0,Portugal,802,4800.678259429355,56987.7054604004
PRT,2012,10.51484,43564.07389,15.53028,26454.226847,1,1,1,12,Lisbon,2480,291,155766,0,0,0,0,0,Portugal,649,4547.668668175676,55614.45782626048
PRT,2012,10.51484,43564.07389,15.53028,26454.226847,1,1,1,12,Porto,1092,76,66348,0,0,0,0,0,Portugal,649,4547.668668175676,55614.45782626048
PRT,2013,10.45729,45231.971754,16.1838,27899.476143,1,1,1,12,Lisbon,2540,380,166e3,0,0,0,0,0,Portugal,761,NA,NA
PRT,2013,10.45729,45231.971754,16.1838,27899.476143,1,1,1,12,Porto,1280,200,85400,0,0,0,0,0,Portugal,761,NA,NA
PRT,2014,NA,47190.49763,13.89509,28746.525806,1,1,1,12,Lisbon,2500,500,154100,0,0,0,0,0,Portugal,1003,NA,NA
PRT,2014,NA,47190.49763,13.89509,28746.525806,1,1,1,12,Porto,1300,300,85100,0,0,0,0,0,Portugal,1003,NA,NA
SVK,2003,5.373374,30350.202733,17.55515,14123.110609,0,1,1,1,Bratislava,806,161,45562.7058823529,0,0,0,0,0,Slovak Republic,252,3919.6619275358985,37267.32169153882
SVK,2004,5.37228,31837.711132,18.22449,15165.159445,1,1,1,1,Bratislava,773,208,40185.2638888889,0,0,0,0,0,Slovak Republic,595,5273.58805831605,36054.414323995516
SVK,2005,5.372806,32413.540064,16.25893,16572.063714,1,1,1,1,Bratislava,795,114,47835.5113636364,0,0,0,0,0,Slovak Republic,888,6831.918730398483,33518.875373378585
SVK,2006,5.373054,34753.952042,13.37262,18804.577756,1,1,1,1,Bratislava,783,133,37995,0,0,0,0,0,Slovak Republic,913,6806.540610908502,43837.33040234378
SVK,2007,5.374622,37017.966335,11.14481,21075.413987,1,1,1,1,Bratislava,764,133,39494.3058823529,0,0,0,0,0,Slovak Republic,896,6009.484398987099,49780.379526298675
SVK,2008,5.379232,38662.606129,9.512194,23574.932189,1,1,1,1,Bratislava,767,82,37924.9156626506,0,0,0,0,0,Slovak Republic,1146,5634.225371711017,48087.69884130734
